Year,Country,NUTS2_Code,Econ_Freedom,Pop,GDP_Millions_Euro,Total_Household_Income,Tourism_NightStays,Flight_Arrivals,Year_PostBudget,Tourism_Employed
2007,AT,AT12,71.6,1588567,"44,580.08","37,183","3,778,322","9,351",0,
2008,AT,AT12,71.4,1595503,"46,347.70","38,636","3,920,959","9,817",0,
2009,AT,AT12,71.2,1602958,"45,200.08","37,745","4,072,806","9,010",0,
2010,AT,AT12,71.6,1605897,"46,285.87","38,191","4,185,274","9,808",0,
2011,AT,AT12,71.9,1609474,"48,511.32","39,605","4,249,819","10,524",0,
2012,AT,AT12,70.3,1614455,"49,802.60","41,242","4,284,345","11,066",0,
2013,AT,AT12,71.8,1618592,"50,470.13","41,494","4,181,192","10,979",0,
2014,AT,AT12,72.4,1625485,"52,049.38","42,434","4,292,359","11,188",0,
2015,AT,AT12,71.2,1636778,"53,849.85","43,332","4,263,872","11,317",1,
2016,AT,AT12,71.7,1653691,"55,318.99","44,185","4,296,231","11,612",1,
2017,AT,AT12,72.3,1665753,"57,349.11","45,363","4,370,345","12,128",1,
2007,AT,AT21,71.6,559393,"16,364.24","11,686","4,068,276",234,0,
2008,AT,AT21,71.4,559715,"16,762.73","12,032","4,061,380",217,0,
2009,AT,AT21,71.2,559462,"16,157.87","11,690","4,153,533",205,0,
2010,AT,AT21,71.6,557998,"16,582.06","11,733","4,104,182",213,0,
2011,AT,AT21,71.9,556718,"17,548.27","12,044","4,255,554",190,0,
2012,AT,AT21,70.3,556027,"17,771.87","12,568","4,277,493",138,0,
2013,AT,AT21,71.8,555473,"17,907.85","12,514","4,199,071",128,0,
2014,AT,AT21,72.4,555881,"18,419.82","12,866","4,133,621",112,0,
2015,AT,AT21,71.2,557641,"18,721.76","13,138","4,297,201",114,0,
2016,AT,AT21,71.7,560482,"19,169.50","13,218","4,572,466",98,0,
2017,AT,AT21,72.3,561077,"20,233.74","13,637","4,646,266",109,0,
2007,AT,AT22,71.6,1202483,"36,539.05","25,647","5,420,013",458,0,
2008,AT,AT22,71.4,1203701,"37,601.39","26,653","5,605,061",490,0,
2009,AT,AT22,71.2,1204795,"36,635.21","25,810","5,779,473",462,0,
2010,AT,AT22,71.6,1205045,"37,576.19","26,014","5,919,240",481,0,
2011,AT,AT22,71.9,1206611,"39,466.78","27,046","6,016,179",479,0,
2012,AT,AT22,70.3,1208696,"40,956","28,187","6,097,033",460,0,
2013,AT,AT22,71.8,1210971,"41,303.53","28,341","6,152,561",439,0,
2014,AT,AT22,72.4,1215246,"42,710.57","29,068","6,132,051",445,0,
2015,AT,AT22,71.2,1221570,"43,673.26","29,696","6,263,753",477,0,
2016,AT,AT22,71.7,1232012,"45,129.66","30,001","6,547,416",492,0,
2017,AT,AT22,72.3,1237298,"47,223.27","31,225","6,690,955",476,0,
2007,AT,AT31,71.6,1403663,"47,409.72","31,927","3,563,688",365,0,
2008,AT,AT31,71.4,1405762,"49,712.78","33,211","3,732,069",377,0,
2009,AT,AT31,71.2,1408619,"48,055.03","32,334","3,799,499",320,0,
2010,AT,AT31,71.6,1409253,"49,592.40","32,428","3,793,876",321,0,
2011,AT,AT31,71.9,1410222,"52,574.13","33,809","3,861,100",329,0,
2012,AT,AT31,70.3,1413866,"53,978.67","35,276","3,952,281",305,0,
2013,AT,AT31,71.8,1418498,"55,424.89","35,579","3,870,268",271,0,
2014,AT,AT31,72.4,1425422,"57,136.85","36,718","3,855,522",275,0,
2015,AT,AT31,71.2,1437251,"58,679.14","37,441","3,921,221",260,0,
2016,AT,AT31,71.7,1453948,"60,697.45","38,017","4,036,022",214,0,
2017,AT,AT31,72.3,1465045,"63,395.24","39,513","4,102,109",195,0,
2007,AT,AT32,71.6,526048,"20,895.93","12,228","4,737,133",955,0,
2008,AT,AT32,71.4,525944,"21,340.18","12,619","4,886,629",893,0,
2009,AT,AT32,71.2,526699,"20,852.16","12,366","4,941,937",765,0,
2010,AT,AT32,71.6,526730,"21,867.35","12,364","5,062,489",809,0,
2011,AT,AT32,71.9,527886,"22,947.39","12,805","5,138,655",847,0,
2012,AT,AT32,70.3,529704,"23,886.50","13,442","5,250,963",834,0,
2013,AT,AT32,71.8,531898,"23,965.79","13,591","5,296,685",831,0,
2014,AT,AT32,72.4,534270,"24,504.84","13,987","5,225,435",910,0,
2015,AT,AT32,71.2,538575,"25,615.29","14,401","5,358,130",913,0,
2016,AT,AT32,71.7,545815,"26,785.71","14,695","5,625,331",873,0,
2017,AT,AT32,72.3,549263,"27,618.47","15,206","5,779,749",951,1,
2007,AT,AT33,71.6,697253,"24,818.47","15,527","2,953,029",419,0,
2008,AT,AT33,71.4,699588,"25,318.72","16,069","3,050,925",476,0,
2009,AT,AT33,71.2,702502,"25,155.92","15,734","3,102,133",470,0,
2010,AT,AT33,71.6,704662,"25,591.41","15,817","3,195,815",513,0,
2011,AT,AT33,71.9,707517,"26,948.49","16,489","3,234,753",497,0,
2012,AT,AT33,70.3,711581,"28,190.68","17,413","3,381,506",467,0,
2013,AT,AT33,71.8,715888,"28,939.63","17,740","3,371,006",492,0,
2014,AT,AT33,72.4,722038,"29,853.47","18,313","3,310,976",495,0,
2015,AT,AT33,71.2,728826,"31,237.31","18,890","3,401,122",501,0,
2016,AT,AT33,71.7,739139,"32,392.99","19,340","3,539,267",507,0,
2017,AT,AT33,72.3,746153,"33,783.44","20,101","3,566,681",547,0,
2007,BE,BE21,72.5,1700570,"65,818.48","40,211.40","1,431,942",70,0,
2008,BE,BE21,71.7,1715707,"67,567.61","42,536.40","1,521,508",64,0,
2009,BE,BE21,72.1,1731174,"65,375.51","42,172.70","1,553,207",62,0,
2010,BE,BE21,70.1,1744862,"68,762.54","43,053.90","1,617,349",43,0,
2011,BE,BE21,70.2,1773267,"71,544.99","43,887.60","1,736,684",56,0,
2012,BE,BE21,69,1787490,"73,482.51","44,834.80","1,784,371",53,0,
2013,BE,BE21,69.2,1798605,"74,442.77","45,318.30","1,779,220",53,0,
2014,BE,BE21,69.9,1806634,"76,447.87","45,774.60",:,43,0,
2015,BE,BE21,68.8,1817033,"78,861.05","46,270.20","2,035,552",96,0,
2016,BE,BE21,68.4,1828927,"82,041.53","46,935.50","2,097,532",128,0,
2017,BE,BE21,67.8,1838863,"85,752.71",:,"2,127,989",127,0,
2007,BE,BE24,72.5,1052467,"35,854.01","29,778","591,837","8,884",0,
2008,BE,BE24,71.7,1060232,"36,732.02","31,346.80","649,593","9,187",0,
2009,BE,BE24,72.1,1068838,"37,200.43","31,133.50","619,728","8,413",0,
2010,BE,BE24,70.1,1076924,"38,191.40","31,500.90","660,742","8,493",0,
2011,BE,BE24,70.2,1088692,"39,425.94","32,292.20","728,725","9,334",0,
2012,BE,BE24,69,1096284,"41,241.85","33,019.40","787,967","9,426",0,
2013,BE,BE24,69.2,1102907,"42,152.57","33,340.80","831,084","9,499",0,
2014,BE,BE24,69.9,1108408,"42,791.70","33,804.70",:,"10,883",0,
2015,BE,BE24,68.8,1114590,"44,088.83","34,161","914,963","11,648",0,
2016,BE,BE24,68.4,1122600,"45,866.51","34,550","879,375","10,924",0,
2017,BE,BE24,67.8,1130644,"47,104.45",:,"959,474","12,411",0,
2007,BE,BE25,72.5,1145878,"35,608.76","25,601.80","4,530,846",73,0,
2008,BE,BE25,71.7,1150487,"35,911.88","26,966.90","4,401,639",81,0,
2009,BE,BE25,72.1,1155290,"35,247.41","26,720.50","4,405,254",74,0,
2010,BE,BE25,70.1,1159366,"36,828.87","27,205.90","4,442,330",87,0,
2011,BE,BE25,70.2,1168002,"38,200.37","27,971.80","4,579,074",100,0,
2012,BE,BE25,69,1172795,"39,205.20","28,563.10","4,521,108",101,0,
2013,BE,BE25,69.2,1175903,"39,976.72","29,029.80","4,527,337",108,0,
2014,BE,BE25,69.9,1177935,"41,365.28","29,268.10",:,111,0,
2015,BE,BE25,68.8,1180957,"41,993.63","29,558.50","7,887,632",129,0,
2016,BE,BE25,68.4,1184418,"43,589","29,612.30","7,901,359",206,0,
2017,BE,BE25,67.8,1188407,"45,263.22",:,"7,720,404",176,0,
2007,BE,BE32,72.5,1294844,"27,398.38","22,434.10","298,118","1,213",0,
2008,BE,BE32,71.7,1300097,"28,572.20","23,661.70","325,206","1,460",0,
2009,BE,BE32,72.1,1304436,"27,407.44","23,304.20","333,693","1,949",0,
2010,BE,BE32,70.1,1309880,"28,496.71","23,634","348,770","2,578",0,
2011,BE,BE32,70.2,1319745,"29,901.97","24,335.20","357,614","2,941",0,
2012,BE,BE32,69,1325819,"30,229.93","24,669.40","379,548","3,251",0,
2013,BE,BE32,69.2,1331455,"30,423.19","24,948.40","390,829","3,384",0,
2014,BE,BE32,69.9,1334423,"30,873.06","25,087.10",:,"3,211",0,
2015,BE,BE32,68.8,1337780,"31,361.48","24,910.20","513,613","3,465",0,
2016,BE,BE32,68.4,1341267,"32,143.34","25,219.30","597,551","3,647",0,
2017,BE,BE32,67.8,1342053,"33,201.63",:,"641,361","3,845",0,
2007,BE,BE33,72.5,1047414,"24,806.32","19,511.30","1,039,687",155,0,
2008,BE,BE33,71.7,1053722,"25,741.32","20,680.40","1,054,795",190,0,
2009,BE,BE33,72.1,1060035,"25,290.29","20,542.50","1,057,802",163,0,
2010,BE,BE33,70.1,1067685,"26,131.46","20,752.10","1,076,119",133,0,
2011,BE,BE33,70.2,1082136,"27,561.10","21,458.20","1,073,333",142,0,
2012,BE,BE33,69,1088074,"27,915.42","21,783.40","1,167,308",138,0,
2013,BE,BE33,69.2,1093191,"28,072.79","22,102.40","1,121,923",148,0,
2014,BE,BE33,69.9,1095661,"28,358.67","22,313.80",:,132,0,
2015,BE,BE33,68.8,1098903,"28,772.87","22,344.30","1,145,929",141,0,
2016,BE,BE33,68.4,1103490,"29,641.45","22,627.40","1,288,691",174,0,
2017,BE,BE33,67.8,1106039,"30,812.08",:,"1,326,924",92,0,
2007,BG,BG33,62.7,986125,"3,609.91","2,087.84","1,204,136",739,0,
2008,BG,BG33,71.7,981143,"4,186.04","2,387.99","1,285,711",703,0,
2009,BG,BG33,64.6,976062,"4,012.79","2,336","1,162,070",603,0,
2010,BG,BG33,62.3,971932,"4,047.26","2,260.06","1,155,652",598,0,
2011,BG,BG33,64.9,966328,"4,405.03","2,468.02","1,345,570",581,0,
2012,BG,BG33,64.7,961965,"4,577.50","2,589.72","1,365,725",604,0,
2013,BG,BG33,65,957460,"4,561.84","2,781.19","1,413,683",649,0,
2014,BG,BG33,65.7,954536,"4,777.03","2,922.45","1,368,067",686,0,
2015,BG,BG33,66.8,949957,"4,936.63","3,016.85","1,444,398",691,0,
2016,BG,BG33,65.9,944458,"5,118.52","2,895.71","1,561,105",833,0,
2017,BG,BG33,67.9,939262,"5,457.41","2,946.34","1,578,982",973,0,
2007,BG,BG34,62.7,1110344,"3,884.73","2,454.36","1,480,721",969,0,
2008,BG,BG34,71.7,1102099,"4,516.50","2,974.06","1,541,782",961,0,
2009,BG,BG34,64.6,1094253,"4,578.17","2,739.57","1,553,524",840,0,
2010,BG,BG34,62.3,1087181,"4,556.23","2,688.23","1,547,249",936,0,
2011,BG,BG34,64.9,1078597,"4,864.58","3,116.07","1,686,665","1,113",0,
2012,BG,BG34,64.7,1072850,"5,110.80","2,723.25","1,668,682","1,179",0,
2013,BG,BG34,65,1067981,"5,181.21","2,884.38","1,838,976","1,230",0,
2014,BG,BG34,65.7,1063690,"5,355.48","2,781.37","1,980,913","1,255",0,
2015,BG,BG34,66.8,1058515,"5,535.48","2,969.54","2,137,025","1,167",0,
2016,BG,BG34,65.9,1052575,"6,236.35","3,160.58","2,432,839","1,429",0,
2017,BG,BG34,67.9,1046125,"6,685.27","3,575.19","2,336,196","1,477",1,
2007,BG,BG41,62.7,2126182,"14,784","6,905.93","1,247,920","1,339",0,
2008,BG,BG41,71.7,2127498,"17,204.52","8,550.92","1,383,183","1,577",0,
2009,BG,BG41,64.6,2129855,"17,560.01","8,615.11","1,165,558","1,539",0,
2010,BG,BG41,62.3,2132634,"18,381.14","9,126.89","1,061,214","1,619",0,
2011,BG,BG41,64.9,2133731,"19,988.74","9,573.81","1,134,087","1,715",0,
2012,BG,BG41,64.7,2131233,"19,939.76","10,274.91","1,388,540","1,710",0,
2013,BG,BG41,65,2128783,"19,823.03","11,039.07","1,469,016","1,733",0,
2014,BG,BG41,65.7,2127618,"20,193.40","11,641.50","1,635,312","1,879",0,
2015,BG,BG41,66.8,2125212,"21,695.88","12,022.54","1,730,730","2,002",0,
2016,BG,BG41,65.9,2121185,"23,061.33","13,214.04","2,001,835","2,457",0,
2017,BG,BG41,67.9,2115344,"24,741.60","14,651.01","1,994,121","3,199",0,
2007,CY,CY00,71.7,757916,"17,591.05","10,847.66","1,180,663","3,510",0,
2008,CY,CY00,71.3,776333,"19,006.18","11,954.40","1,171,421","3,609",0,
2009,CY,CY00,70.8,796930,"18,673.53","11,793.21","1,337,008","3,366",0,
2010,CY,CY00,70.9,819140,"19,299.51","11,831.97","1,352,630","3,477",0,
2011,CY,CY00,73.3,839751,"19,730.98","12,103.56","1,172,135","3,597",0,
2012,CY,CY00,71.8,862011,"19,489.72","11,907.66","1,088,446","3,659",1,
2013,CY,CY00,69,865878,"18,140.49","10,588.47","895,939","3,492",1,
2014,CY,CY00,67.6,858000,"17,609.98","10,153.01","830,943","3,663",1,
2015,CY,CY00,67.9,847008,"17,746.02","10,369.35","824,517","3,797",1,
2016,CY,CY00,68.7,848319,"18,490.20","10,831.37","844,182","4,489",1,
2017,CY,CY00,67.9,854802,"19,570.92","11,494","834,104","5,127",1,
2007,CZ,CZ01,67.4,1173933,"34,851.67","12,932.90","993,337","6,180",0,
2008,CZ,CZ01,68.1,1195521,"41,263.38","15,073.64","1,103,939","6,298",0,
2009,CZ,CZ01,69.4,1214300,"37,949.90","14,039.11","1,063,695","5,814",0,
2010,CZ,CZ01,69.8,1227932,"40,265.86","15,397.37","1,173,255","5,773",1,
2011,CZ,CZ01,70.4,1234037,"40,819.11","15,582.43","1,270,768","5,871",1,
2012,CZ,CZ01,69.9,1241664,"39,937.93","15,090.22","1,506,098","5,386",1,
2013,CZ,CZ01,70.9,1246780,"38,926.93","14,832.26","1,597,351","5,473",1,
2014,CZ,CZ01,72.2,1243201,"37,903.92","14,453.52","1,368,554","5,555",1,
2015,CZ,CZ01,72.5,1259079,"42,448.39","15,259.94","1,576,176","5,930",1,
2016,CZ,CZ01,73.2,1267449,"44,409.03","16,164.05","1,778,681","6,495",1,
2017,CZ,CZ01,73.3,1280508,"48,750.85",:,"1,923,556","7,695",1,
2007,CZ,CZ04,67.4,1120755,"11,815.76","7,343.05","2,033,275",31,0,
2008,CZ,CZ04,68.1,1130335,"13,654.60","8,656.98","1,894,581",38,0,
2009,CZ,CZ04,69.4,1134887,"12,927.85","8,272.25","1,859,253",31,0,
2010,CZ,CZ04,69.8,1133425,"13,178.67","8,596.11","1,780,310",35,0,
2011,CZ,CZ04,70.4,1132252,"13,566.07","8,926.72","1,807,907",49,0,
2012,CZ,CZ04,69.9,1131191,"13,248.37","8,485.67","2,091,066",51,0,
2013,CZ,CZ04,70.9,1128490,"12,769.68","8,309.31","1,850,545",50,0,
2014,CZ,CZ04,72.2,1125429,"12,360.29","7,979.66","1,921,097",41,0,
2015,CZ,CZ04,72.5,1123265,"13,276.93","8,491.88","2,359,492",17,0,
2016,CZ,CZ04,73.2,1120654,"13,300.32","9,181.25","2,604,973",10,0,
2017,CZ,CZ04,73.3,1118126,"14,315.26",:,"2,676,544",10,0,
2007,CZ,CZ05,67.4,1485575,"16,512.32","10,436.94","5,001,920",:,0,
2008,CZ,CZ05,68.1,1494631,"18,885","12,164.88","4,882,759",:,0,
2009,CZ,CZ05,69.4,1503865,"17,400.43","11,453","4,833,118",22,0,
2010,CZ,CZ05,69.8,1506467,"18,523.70","11,942.30","4,878,606",31,0,
2011,CZ,CZ05,70.4,1508735,"19,449.26","12,352.70","4,809,549",29,0,
2012,CZ,CZ05,69.9,1508867,"18,859.72","12,361.37","5,435,950",64,0,
2013,CZ,CZ05,70.9,1507980,"18,452.17","12,069.48","5,278,895",90,0,
2014,CZ,CZ05,72.2,1506503,"18,508.71","11,967.46","4,945,008",71,0,
2015,CZ,CZ05,72.5,1506813,"19,773.43","12,627.41","5,783,795",27,0,
2016,CZ,CZ05,73.2,1507209,"20,890.78","13,435.04","6,055,702",14,0,
2017,CZ,CZ05,73.3,1508527,"22,980.90",:,"6,541,230",43,0,
2007,CZ,CZ06,67.4,1646898,"19,504.77","11,810.60","2,497,590",190,0,
2008,CZ,CZ06,68.1,1657593,"22,865.20","13,816.48","2,374,998",229,0,
2009,CZ,CZ06,69.4,1666778,"21,188.02","12,889.50","2,295,427",195,0,
2010,CZ,CZ06,69.8,1671993,"22,273.70","13,727.06","2,141,857",179,0,
2011,CZ,CZ06,70.4,1675872,"23,737.67","14,295.85","2,297,973",264,0,
2012,CZ,CZ06,69.9,1678250,"23,861.36","14,302.04","2,802,224",247,0,
2013,CZ,CZ06,70.9,1679857,"23,870.15","14,265.24","2,931,315",216,0,
2014,CZ,CZ06,72.2,1680287,"23,518.73","13,994.41","3,054,373",228,0,
2015,CZ,CZ06,72.5,1682748,"25,060.83","14,957.62","3,246,626",218,0,
2016,CZ,CZ06,73.2,1684500,"25,942.75","15,656.10","3,469,781",199,0,
2017,CZ,CZ06,73.3,1687764,"27,759.78",:,"3,864,123",230,0,
2007,CZ,CZ08,67.4,1243309,"13,820.92","8,190.56","1,690,871",149,0,
2008,CZ,CZ08,68.1,1243044,"16,180.73","9,923.15","1,595,485",156,0,
2009,CZ,CZ08,69.4,1242634,"14,367.97","9,117.65","1,570,607",135,0,
2010,CZ,CZ08,69.8,1239176,"15,376.32","9,442.02","1,469,820",121,0,
2011,CZ,CZ08,70.4,1234705,"16,509.92","9,881.94","1,530,637",122,0,
2012,CZ,CZ08,69.9,1230613,"16,252.71","9,627.10","1,640,481",123,0,
2013,CZ,CZ08,70.9,1226602,"15,291.04","9,221.32","1,530,990",114,0,
2014,CZ,CZ08,72.2,1221832,"15,246.48","9,104.45","1,563,795",133,0,
2015,CZ,CZ08,72.5,1217676,"16,127.17","9,518.20","1,770,151",140,0,
2016,CZ,CZ08,73.2,1213311,"16,788.48","10,046.05","1,911,166",119,0,
2017,CZ,CZ08,73.3,1209879,"18,016.66",:,"2,081,528",156,0,
2007,DE,DE11,70.8,4005380,"158,946.40","105,082.08","7,209,607","5,126",0,
2008,DE,DE11,70.6,4007095,"157,437.08","108,493.54","7,623,736","4,936",0,
2009,DE,DE11,70.5,4006313,"144,872.96","103,583.58","6,662,809","4,431",0,
2010,DE,DE11,71.1,4000848,"159,984.55","106,526.43","6,954,052","4,550",0,
2011,DE,DE11,71.8,3910637,"169,277.88","111,392.56","7,564,769","4,764",0,
2012,DE,DE11,71,3924922,"173,825.93","115,502.03","8,065,061","4,833",0,
2013,DE,DE11,72.8,3947568,"178,044.47","117,702.83","8,066,770","4,757",0,
2014,DE,DE11,73.4,3972881,"185,664.69","121,105.44","8,495,268","4,826",0,
2015,DE,DE11,73.8,4008288,"198,387.19","125,125.65","8,618,088","5,227",0,
2016,DE,DE11,74.4,4069533,"202,849.32","129,922.55","8,917,392","5,284",0,
2017,DE,DE11,73.8,4098278,"209,788.62",:,"9,157,859","5,459",0,
2007,DE,DE12,70.8,2734260,"95,445.70","66,494.80","6,778,259",512,0,
2008,DE,DE12,70.6,2739274,"97,800.50","68,705.49","6,806,745",599,0,
2009,DE,DE12,70.5,2740164,"93,194.92","65,535.01","6,302,216",563,0,
2010,DE,DE12,71.1,2740503,"98,661.16","67,367.45","6,462,701",605,0,
2011,DE,DE12,71.8,2663588,"102,810.45","70,318.07","6,762,347",551,0,
2012,DE,DE12,71,2671524,"103,822.36","72,927.68","6,941,992",640,1,
2013,DE,DE12,72.8,2686573,"105,703.37","74,121.25","6,860,335",528,1,
2014,DE,DE12,73.4,2702831,"108,396.37","75,830.27","7,075,611",474,1,
2015,DE,DE12,73.8,2721266,"113,776.08","78,419.66","7,398,637",523,1,
2016,DE,DE12,74.4,2761977,"117,550","81,385.18","7,617,420",551,1,
2017,DE,DE12,73.8,2779314,"121,617.55",:,"7,823,225",619,1,
2007,DE,DE13,70.8,2193178,"64,430.36","50,297.86","9,265,162",0,0,
2008,DE,DE13,70.6,2196410,"66,165.91","52,459.62","9,447,978",0,0,
2009,DE,DE13,70.5,2195681,"61,933.47","50,649.43","9,372,929",0,0,
2010,DE,DE13,71.1,2196018,"65,957.61","52,613.90","9,250,459",0,0,
2011,DE,DE13,71.8,2142723,"69,796.08","55,266.76","9,580,714",:,0,
2012,DE,DE13,71,2150906,"70,893.93","57,419.20","9,826,213",:,0,
2013,DE,DE13,72.8,2162340,"73,291.88","58,623.42","9,648,858",:,0,
2014,DE,DE13,73.4,2174500,"77,004.02","60,440.33","9,819,825",:,0,
2015,DE,DE13,73.8,2191622,"79,863.21","62,379.46","10,124,183",:,0,
2016,DE,DE13,74.4,2224535,"82,466.09","64,727.17","10,453,458",:,0,
2017,DE,DE13,73.8,2239734,"85,370.78",:,"10,637,508",:,0,
2007,DE,DE14,70.8,1805935,"58,304.36","43,719.30","4,951,814",308,0,
2008,DE,DE14,70.6,1806976,"60,082.13","45,342.19","5,145,843",306,0,
2009,DE,DE14,70.5,1807348,"55,494.78","43,476.18","4,959,355",267,0,
2010,DE,DE14,71.1,1807552,"60,309.64","44,896.69","5,099,965",279,0,
2011,DE,DE14,71.8,1761557,"64,070.72","47,070.78","5,352,898",266,0,
2012,DE,DE14,71,1765089,"65,146.92","48,793.45","5,584,713",253,0,
2013,DE,DE14,72.8,1772630,"67,224.11","49,810.75","5,482,981",248,0,
2014,DE,DE14,73.4,1781066,"69,606.99","51,632.13","5,577,446",274,0,
2015,DE,DE14,73.8,1795468,"72,839.24","53,282.98","5,707,260",253,0,
2016,DE,DE14,74.4,1823573,"76,820.60","55,308.87","6,036,741",233,0,
2017,DE,DE14,73.8,1834567,"79,463.32",:,"6,107,820",228,0,
2007,DE,DE21,70.8,4279112,"190,234.77","128,544.42","20,803,210","16,916",0,
2008,DE,DE21,70.6,4313446,"188,196.76","132,952.78","21,133,430","17,201",0,
2009,DE,DE21,70.5,4335137,"184,699.69","128,830.62","19,993,657","16,277",0,
2010,DE,DE21,71.1,4346465,"193,647.53","131,922.75","20,726,960","17,263",0,
2011,DE,DE21,71.8,4313946,"207,712.01","138,090.71","21,775,418","18,830",0,
2012,DE,DE21,71,4363176,"215,064.30","145,160.39","22,577,992","19,123",0,
2013,DE,DE21,72.8,4415649,"223,134.33","148,953.33","22,564,245","19,278",0,
2014,DE,DE21,73.4,4469342,"232,022.01","156,458.61","22,872,346","19,821",0,
2015,DE,DE21,73.8,4519979,"244,333.76","160,897.64","23,532,373","20,468",0,
2016,DE,DE21,74.4,4588944,"252,617.40","166,649.43","24,461,469","21,136",0,
2017,DE,DE21,73.8,4633323,"262,804.10",:,"25,482,580","22,335",0,
2007,DE,DE22,70.8,1193820,"33,943.70","26,080.14","9,396,969",0,0,
2008,DE,DE22,70.6,1194138,"34,482.74","27,051.38","9,396,845",0,0,
2009,DE,DE22,70.5,1191910,"33,587.73","26,286.64","8,931,579",0,0,
2010,DE,DE22,71.1,1189194,"36,542.98","26,972.69","8,933,029",0,0,
2011,DE,DE22,71.8,1172475,"38,953.34","28,296.09","9,187,141",:,0,
2012,DE,DE22,71,1175923,"38,857","29,823.71","9,268,180",:,0,
2013,DE,DE22,72.8,1181472,"40,251.19","30,672.07","9,050,499",:,0,
2014,DE,DE22,73.4,1189153,"42,703.79","31,141.73","8,915,564",:,0,
2015,DE,DE22,73.8,1197558,"43,861.34","31,798.27","8,956,572",:,0,
2016,DE,DE22,74.4,1212119,"45,480.54","32,886.25","9,094,397",:,0,
2017,DE,DE22,73.8,1219397,"47,667.02",:,"9,198,255",:,0,
2007,DE,DE24,70.8,1094525,"28,982.61","23,487.05","3,419,945",12,0,
2008,DE,DE24,70.6,1088845,"29,280.07","24,436.83","3,440,058",9,0,
2009,DE,DE24,70.5,1082516,"29,228.57","23,774.91","3,166,423",8,0,
2010,DE,DE24,71.1,1076400,"30,594.66","24,389.17","3,247,983",7,0,
2011,DE,DE24,71.8,1065322,"32,376.64","25,519.59","3,394,105",:,0,
2012,DE,DE24,71,1061573,"33,029.70","25,778.09","3,541,317",:,0,
2013,DE,DE24,72.8,1058711,"33,618.65","26,265.74","3,379,795",:,0,
2014,DE,DE24,73.4,1056365,"34,768.71","26,383.69","3,323,639",:,0,
2015,DE,DE24,73.8,1055955,"36,658.27","27,036.18","3,439,683",:,0,
2016,DE,DE24,74.4,1059358,"37,797.04","27,955.97","3,700,991",:,0,
2017,DE,DE24,73.8,1062394,"39,413.37",:,"3,726,793",:,0,
2007,DE,DE25,70.8,1712622,"54,975.81","41,608.94","4,517,937","2,120",0,
2008,DE,DE25,70.6,1714123,"56,720.20","43,103.33","4,672,350","2,113",0,
2009,DE,DE25,70.5,1712405,"55,705.22","41,885.54","4,152,223","1,963",0,
2010,DE,DE25,71.1,1710145,"58,143.27","42,985.22","4,461,697","2,010",0,
2011,DE,DE25,71.8,1679849,"61,396.47","44,971.92","4,658,246","1,970",0,
2012,DE,DE25,71,1688414,"63,532.13","46,197.33","4,826,175","1,788",0,
2013,DE,DE25,72.8,1698515,"64,949.44","46,852.97","4,778,857","1,644",0,
2014,DE,DE25,73.4,1707376,"67,494.69","47,704.90","4,906,752","1,616",0,
2015,DE,DE25,73.8,1715195,"70,247.72","48,976.42","5,118,812","1,675",0,
2016,DE,DE25,74.4,1738686,"73,050.13","50,686.73","5,415,616","1,724",0,
2017,DE,DE25,73.8,1750059,"76,103.84",:,"5,539,760","2,088",1,
2007,DE,DE27,70.8,1786764,"52,787.52","42,178.22","9,849,512",43,0,
2008,DE,DE27,70.6,1788329,"54,304.38","43,960.55","10,105,283",230,0,
2009,DE,DE27,70.5,1786483,"52,592.78","42,897.77","9,631,287",403,0,
2010,DE,DE27,71.1,1784753,"55,559.03","44,156.78","9,611,805",449,0,
2011,DE,DE27,71.8,1778244,"59,082.38","46,231.19","10,104,070",377,0,
2012,DE,DE27,71,1783119,"61,083.14","47,861.11","10,428,949",433,0,
2013,DE,DE27,72.8,1792759,"62,620.62","48,988.74","10,410,024",419,0,
2014,DE,DE27,73.4,1806025,"65,456.47","50,081.08","10,385,179",374,0,
2015,DE,DE27,73.8,1821271,"67,975.26","51,250.78","10,766,964",434,0,
2016,DE,DE27,74.4,1846020,"70,398.92","53,012.98","11,415,662",500,0,
2017,DE,DE27,73.8,1857991,"73,524.21",:,"11,848,810",594,0,
2007,DE,DE30,70.8,3404037,"94,674.55","60,388.59","10,671,866","6,849",0,
2008,DE,DE30,70.6,3416255,"99,302.09","62,650.82","10,725,228","7,383",0,
2009,DE,DE30,70.5,3431675,"99,267.09","62,832.74","11,357,946","7,074",0,
2010,DE,DE30,71.1,3442675,"103,291.96","64,680.03","12,188,523","7,479",0,
2011,DE,DE30,71.8,3278346,"108,142.63","67,770.45","12,998,577","8,474",0,
2012,DE,DE30,71,3326002,"109,909.82","70,120.43","14,184,463","9,109",0,
2013,DE,DE30,72.8,3375222,"112,602.86","72,421.31","15,256,988","9,806",0,
2014,DE,DE30,73.4,3421829,"117,941.53","75,304.48","16,063,346","10,363",0,
2015,DE,DE30,73.8,3469849,"124,576.03","79,006.32","16,460,049","10,519",0,
2016,DE,DE30,74.4,3520031,"130,355.11","82,379.24","16,723,291","10,661",0,
2017,DE,DE30,73.8,3574830,"136,230.66",:,"16,977,746","10,270",0,
2007,DE,DE40,70.8,2547772,"53,004.02","42,153.58","7,825,909","3,157",0,
2008,DE,DE40,70.6,2535737,"54,883.55","44,162.82","7,921,584","3,318",0,
